"ARTIST_NAME","ARTIST_URL","SONG_NAME","SONG_URL","LYRICS",""
"limba, the,""https://www.azlyrics.com/l/limba.html","sinie fialki","https://www.azlyrics.com/lyrics/limba/875138.html","krasnye rozy, sinie fialki, gor'kie slezy, ogon' zazhigalki, dve sigarety, utrom i vecherom, krasnye rozy, sinie fialki, gor'kie slezy, ogon' zazhigalki, dve sigarety, utrom i vecherom, nas kholodnym vetrom sil'no budto vykinula vo okno, uderzhat' sebia siloi bylo slozhno, nam opiat' strashno, menia brosila udacha, ty pokhodu s nei za odno, pochemu by tebe ne zabyt' menia prosto, ne bylo, ne bylo, ne bylo tebia, uderzhat' sebia siloi bylo slozhno, nam opiat' strashno, ne bylo, ne bylo, ne bylo tebia, pochemu by tebe ne zabyt' menia prosto?, krasnye rozy, sinie fialki, gor'kie slezy, ogon' zazhigalki, dve sigarety, utrom i vecherom, krasnye rozy, sinie fialki, gor'kie slezy, ogon' zazhigalki, dve sigarety, utrom i vecherom, krasnye rozy, sinie fialki, gor'kie slezy, ogon' zazhigalki, dve sigarety, utrom i vecherom, krasnye rozy, sinie fialki, gor'kie slezy, ogon' zazhigalki, dve sigarety, utrom i vecherom, krasnye rozy, sinie fialki, gor'kie slezy, ogon' zazhigalki, dve sigarety, utrom i vecherom, krasnye rozy, sinie fialki, gor'kie slezy, ogon' zazhigalki, dve sigarety, utrom i vecherom, krasnye rozy, sinie fialki, gor'kie slezy, ogon' zazhigalki, dve sigarety, utrom i vecherom, krasnye rozy, sinie fialki, gor'kie slezy, ogon' zazhigalki, dve sigarety, utrom i vecherom, kak vsegda, znaesh' ia skoro poimu vse i ostavliu, ia vse skazal, odnomu, chto teper' podelat', ia i ne znaiu, nas kholodnym vetrom sil'no budto vykinula vo okno, uderzhat' sebia siloi bylo slozhno, nam opiat' strashno, menia brosila udacha, ty pokhodu s nei za odno, pochemu by tebe ne zabyt' menia prosto?",""
"lime cordiale","https://www.azlyrics.com/l/limecordiale.html","pretty girl","https://www.azlyrics.com/lyrics/limecordiale/prettygirl.html","there she is through the crowd, her hair stands out like you wouldn't know how, oh, she's so immature, like she was about 10 years ago, can i have it, she says, she's been saying this again and again, oh just too lazy to move, anything been said just has to be proved, laid out on the rug, alone with tea makes her feel safe and snug, hey there pretty girl walking in the night, hey there, pretty girl don't be scared and fight, well this kid, she used to be smart, but this changed cause she just went too far, she doesn't know what to do, in a house, she feels uncomfortable nude, she sleeps through most of the day, i'd dip her eye bags into my tea, she thinks it's more than a fling, but i'm so shallow that it don't mean a thing, hey there pretty girl walking in the night, hey there, pretty girl don't be scared and fight, this kid she used to be smart, but it changed, hey there pretty girl walking in the night, hey there, pretty girl don't be scared and fight",""
"lime cordiale","https://www.azlyrics.com/l/limecordiale.html","make your mind up","https://www.azlyrics.com/lyrics/limecordiale/makeyourmindup.html","wake up, before it's time, out to get your head in the game, before it's about to explode, from thinking about the girl on the other side, that's swinging in your direction, i think it is but i don't know, 'cause i don't know geography, 'cause it's hard, when you answer a question to do, when you ain't got a clue, yo, me and the boys, we were just chilling, but i got up first 'cause my ass was killing, i said to these guys and louis, hey, let's go for a swim in elizabeth bay, but first i gotta go to the seven day, 'cause i'm in a bit of a slurpee mood, i got five bucks from my dear old mother, i kissed her on the cheek and i left with my brother, so have a good night and enjoy the show, if you want some more i could give it a go, looking around i can see some sweet ladies, after the show we can make some sweet babies, 'cause it's too late girl, and it's too late boy, make your mind up girl, before it's too late boy, make your mind up girl, before it's too late boy, and it's too late girl, before it's too late boy, hey, pretty lady, thinking about you, baby, yeah, pretty lady, hey, pretty lady, thinking about you, baby, yeah, pretty lady, yeah, and it's too late girl, before it's too late boy, make your mind up girl, before it's too late boy, make your mind up girl, before it's too late boy, and it's too late girl, before it's too late boy",""
"lime cordiale","https://www.azlyrics.com/l/limecordiale.html","famous","https://www.azlyrics.com/lyrics/limecordiale/famous.html","baby, recently, i've been looked at differently, and trust me, i've had difficulty, talking to you when you're looking at a screen, jealousy, i've seen those boys mustardly keen, looking at you through the paparazzi, i like your body babe, but not when it's on the front page of a magazine, oh baby when you're famous, will you still look at me the same?, oh baby when you're famous, will you still want to know my name?, you got a role, on a hit tv show, old friends track you down, say i'm still around, i've gotta' compete, with people that people don't meet, publicly, can't go where we'll be seen, i'll book you in with your secretary, and finally if you've got time for me, will it be like it's always been, oh baby when you're famous, will you still look at me the same?, oh baby when you're famous, when you made yourself a name, now i've got you to worry about, and i'm the one in the public's view",""
"lime cordiale","https://www.azlyrics.com/l/limecordiale.html","sleeping at your door","https://www.azlyrics.com/lyrics/limecordiale/sleepingatyourdoor.html","you got me thinking of you, but it ain't all that i do, you're pretty fine but gotta' know there's other girls that i'd do, don't like to limit myself, i tried again when i fell, take precious time from precious time and then you die when you're well, what letters do you wanna' spell, they fit together so well, i feel like every time i'm trying to impress you can tell, i have a little night out, the cab to you brought me down, i painted on a different face and then walked in with a frown, not gonna' wait, i'm not sleeping at your door, won't go away, to find out what's in store, not gonna' wait, just don't fuck me around at all, i know you're older than me, two years approximately, but you want older men with no lobito sexually, you say what i should have done, and then you stopped having fun, the years aren't many but you're settled and you wanna' have one, and yes i could settle down, i've got my head on the ground, i could contribute to a kitty if you want me around, i'll go with your this and that, aware of what i look at, we're going uphill but it's down i want to stay on the flat, not gonna' wait, i'm not sleeping at your door, won't go away, to find out what's in store, not gonna' wait, i'm not sleeping at your door, not gonna' wait, just don't fuck me around at all",""
"lime cordiale","https://www.azlyrics.com/l/limecordiale.html","not that easy","https://www.azlyrics.com/lyrics/limecordiale/notthateasy.html","i'm taking back the old me, i'm pulling him out of the dark, you're making out like you want me, but all you wanna do is talk, you're taking down your old tv, float around amongst the stars, you don't know who you want to be, but i don't want to be a part, tell me what you want, and if i'm wrong, so i can keep on running, running, running, running, so i can keep on running, take back my own life, back down 'cause you're running me dry, i know, i know, it's not that easy, it's not that easy, take back my own life, back down 'cause you're running me dry, i know, i know, it's not that easy, it's not that easy, you're like a cassette on repeat, melted out of shape, winding back on our old beat, but no one listens to a tape, i might have something left of you, but you're driving it away, you wanna see what i would do, i know you're tapping on a brake, tell me what you want and if i'm wrong, so i can keep on running, running, running, running, so i can keep on running, tell me what you want and if i'm wrong, well, i will keep on humming, humming, humming, humming, so i can keep on humming, takin' back my own life, back down 'cause you're running me dry, i know, i know, it's not that easy, it's not that easy, takin' back my own life, back down 'cause you're running me dry, i know, i know, it's not that easy, it's not that easy, take back my own life, back down 'cause you're running me dry, i know, i kno-ow, it's not that easy, takin' back my own life, back down 'cause you're running me dry, i know, i know, it's not that easy, it's not that easy, takin' back my own life, back down 'cause you're running me dry, i know, i know, it's not that easy, it's not that easy, takin' back my own life, back down 'cause you're running me dry, i know, i know, it's not that easy, it's not that easy",""
"lime cordiale","https://www.azlyrics.com/l/limecordiale.html","good from far","https://www.azlyrics.com/lyrics/limecordiale/goodfromfar.html","i know this is just a bit of fun for you, but i don't want to play around, at all, there might be other things going on, but it's just you and me to settle down, at night, you call me up, and you set it out, but you just let me down, but you just let me do, all i want is you to let it out, yeah, let it out, just let it out, you're good from far, but it's far from good, you're good from far, but it's far from good, i've had my foot in its dust for weeks, yeah, i'm feeling sick, well, not divine, and i don't exist just to look down, tonight, inside the frame, girl you've got me saying, so you've got me so, if i had, would i let them show, would i let them show, you're good from far, but it's far from good, you're good from far, but it's far from good, you're good from far, but it's far from good, you're good from far, but it's far from good, yahhhh!, i know this is just a bit of fun for you, you're good from far, but it's far from good, you're good from far, but it's far from good, you're good from far, but it's far from good, you're good from far, but it's far from good",""
"lime cordiale","https://www.azlyrics.com/l/limecordiale.html","feel alright","https://www.azlyrics.com/lyrics/limecordiale/feelalright.html","oh oh, yeah i feel so down, yeah, i need you now, to get back on the ground, woah, yeah you get me high, yeah, you get me by, you make me feel alright, i want you to feel alright, yeah, i want you to feel alright, lover took me to the sky, dropped from way up high, and caught me just in time, i want you to feel alright, yeah, i want you to feel alright, to kill my cover, just send me on my way, built a life of reputation, blow it all in just a day, to kill my cover, it's easier to say, you are something of a lover, but it never goes away, coming down, run and chase the moon, i need a pick me up, can you pick me up?, i want you to feel alright, yeah, i want you to feel alright, oh, yeah i feel so down, i don't wanna talk about it, when you're around, i want you to feel alright, yeah, i want you to feel alright, to kill my cover, just send me on my way, built a life of reputation, blow it all in just a day, to kill my cover, it's easier to say, you are something of a lover, but it never goes away, to kill my cover, just send me on my way, built a life of reputation, blow it all in just a day, to kill my cover, it's easier to say, you are something of a lover, but it never goes away, to kill my cover, just send me on my way, built a life of reputation, blow it all in just a day, to kill my cover, it's easier to say, you are something of a lover, but it never goes away",""
"lime cordiale","https://www.azlyrics.com/l/limecordiale.html","naturally","https://www.azlyrics.com/lyrics/limecordiale/naturally.html","a quick fix, it tastes great, by my god doesn't it make space, in my wallet only got loose change, how many times will i hit my snooze again, this fire's gonna burn, you're gonna make me turn, naturally, naturally, it'll take a little time, but i'm gonna make you mine, naturally, naturally, naturally, naturally, naturally, naturally, your words, they're all straight, by my god you spin it in your ways, and my jacket's always covered in stains, i'll pick you up in my old rust bucket again, this fire's gonna burn, you're gonna make me turn, naturally, naturally, it'll take a little time, but i'm gonna make you mine, naturally, naturally, naturally, naturally, naturally, naturally, naturally, naturally, naturally, naturally, this fire's gonna burn, you're gonna make me turn, naturally, naturally, it'll take a little time, but i'm gonna make you mine, naturally, naturally, naturally, naturally, naturally, naturally, naturally, naturally, naturally, naturally",""
"lime cordiale","https://www.azlyrics.com/l/limecordiale.html","temper temper","https://www.azlyrics.com/lyrics/limecordiale/tempertemper.html","red wine like blood on the carpet, cigarettes burn holes where my heart is, temper, temper, you know that that's what i like, you're just doing what you do for reaction, i don't like kiss and tell you can trash it, temper, temper, you know that that's what i like, used to fancy everybody, i'm the one to say you're sorry, i know, we're wrong, but you're not round for long, i only like you when you're leaving, i only like you when you're leaving, i only like you when you're leaving, i only love you when you're gone, watching television crash on the pavement, push and pull, yeah that's our arrangement, temper, temper, baby you do what you like, razor blades on your tongue i can taste it, forgetting me with a permanent vacation, temper, temper, baby you do what you like, you start fights with everybody, i'm the one to say you're sorry, i know, we're wrong, but you're not round for long, i only like you when you're leaving, i only like you when you're leaving, i only like you when you're leaving, i only love you when you're gone, i know we're wrong, but i don't mind a little suckle, temper mmm, i know we're wrong, but i don't mind a little suckle, temper, temper, i only like you when you're leaving, i only like you when you're leaving, i only like you when you're leaving, i only love you when you're gone, i only like you when you're leaving, i only like you when you're leaving, i only like you when you're leaving, i only love you when you're gone",""
