"ARTIST_NAME","ARTIST_URL","SONG_NAME","SONG_URL","LYRICS",""
"l2m","https://www.azlyrics.com/l/l2m.html","hyperlinked - theme","https://www.azlyrics.com/lyrics/l2m/hyperlinkedtheme.html","are you ready?, girl code, gonna get it started, in it for the journey, not just for the party, coding til we get it, so we can keep believing, and we can keep on dreaming, go after every goal, soulsies on a role, yeah!, heart to heart, girl to girl, oh, hyperlinked, heart to heart, girl to girl, oh, hyperlinked, oh, na na na na na, oh, na na na na na, heart to heart, girl to girl, oh, hyperlinked",""
"l2m","https://www.azlyrics.com/l/l2m.html","come together - episode 1","https://www.azlyrics.com/lyrics/l2m/cometogetherepisode1.html","if you wanna win, then you gotta work, if you wanna win, then you gotta work, if you wanna win, then you gotta work, then you gotta, gotta, work, work, work, work, then you gotta, gotta work, work together, work together, making something new, you and me, we got wings, we're gonna fly, come together, come alive, we go 5 6 7 8 pop and lock, we got wings, we go 5 6 7 8 pop and lock, come together, come alive, we go, ha!, come together, come alive",""
"l2m","https://www.azlyrics.com/l/l2m.html","i got this - episode 2","https://www.azlyrics.com/lyrics/l2m/igotthisepisode2.html","system overload, yeah, gonna need a t.o. get into my zone, yeah, and release the pressure, i've got that push and pull up in my head, all those things that he, she, they said, when it feels like, ooh, just a little too much, ooh girl, when i've had enough, ooh, my head is just, ooh, just a little too much, ooh girl, slow it down, read my lips, i, i, i, i got this, read my lips, i, i, i, i got this",""
"l2m","https://www.azlyrics.com/l/l2m.html","better together - episode 3","https://www.azlyrics.com/lyrics/l2m/bettertogetherepisode3.html","all of those, all, all of those, times you worry, thinkin' you ain't never gonna fit, or be clickin' right, well let me tell ya, let me tell ya, let me all ya, don't you worry, ain't no one perfect in the world, just be yourself and work it, girl, it's better to be standing up, it's better to be standing out, it's better to be standing, better when we're together, you can say what's on your mind, you can be the girl you like oh, better when we're together, when you're feeling under pressure, gonna be in this together, oh",""
"l2m","https://www.azlyrics.com/l/l2m.html","these white lies - episode 4","https://www.azlyrics.com/lyrics/l2m/thesewhiteliesepisode4.html","oh, it's better just to start true, to be the real you, really stand your ground, stand proud, because everyone knows that, these white lies, they fall from your lips, gonna trip you up inside, always coming back at ya, gonna catch ya, can have all the best intentions but, it's better just to kiss them goodbye, these white lies",""
"l2m","https://www.azlyrics.com/l/l2m.html","hold ya head up - episode 5","https://www.azlyrics.com/lyrics/l2m/holdyaheadupepisode5.html","hold my hand, be the light, and we can burn forever, mmm, higher and higher, just gotta keep the flame alive, so hold ya head up to the sky, and let your light shine bright inside, open you heart up nice and wide, no one else can do you better, oh, so hold ya head up to the sky, hold ya head up to the sky",""
"lady gaga","https://www.azlyrics.com/l/ladygaga.html","wish you were here","https://www.azlyrics.com/lyrics/ladygaga/wishyouwerehere.html","it's funny how things, they change, the clouds they part, rearrange for me, faces of strangers and i have no familiars to help me see, where is home, i want you to know, that i wish you were here, i wish you were here, sometimes i wonder if god hides out in cities to set us free, 'cause yeah, this room is crowded, but i am so alone in it, help me please, where is home, i want you to know, that i wish you were here, i wish you were here [2x], and i will be strong, i won't give in, i won't deny you, i know where we've been, i'm so much more than all of my fears, than all of these tears, my tears yeah, i wish you were here [2x], where is home, i want you to know, oh, yeah, that i wish you were here, i wish you were here [2x]",""
"lady gaga","https://www.azlyrics.com/l/ladygaga.html","something crazy","https://www.azlyrics.com/lyrics/ladygaga/somethingcrazy.html","wait, i think it's time, your fire's lit and so is mine, go turn out the light, don't be afraid, tonight's the night, and i won't, i won't try to change you, but i will, i will if i want toyeah, it always brings me downwhen you're not aroundi still need you, oh, you do something for me baby, i cannot control it, baby, you do something for me, oh, you do something crazy to me, i cannot control it, baby, you do something for me, and i feel so down, when you're not around, boy, we're almost there, i'll lay your clothes over my chair, pull the shades down low, we're both ready so lose control, and i won't, i won't try to tame you, but i will, i will if you want to, yeah it always brings me down, when you're not around, i still need you, oh, you do something for me baby, i cannot control it, baby, you do something for me, oh, you do something crazy to me, i cannot control it, baby, you do something for me, and i feel so down, when you're not around, and i won't, i won't try to tame you, but i will, i will if you want to, yeah it always brings me down, when you're not around, i still need you, oh, you do something for me baby, i cannot control it lately, you do something for me, oh, you do something for me baby, i cannot control it lately, you do something for me, oh, you do something crazy to me, i cannot control it, baby, la la la la la la la la, you always bring me down",""
"lady gaga","https://www.azlyrics.com/l/ladygaga.html","words","https://www.azlyrics.com/lyrics/ladygaga/words.html","i won't break down today, another brick's in my way of shadows, the promises they made, regret themselves and say 'this is too hard', yeah, they say you grow when you don't succeed, but it's hard to breathe when no one believes in me, so let the sound bring me back, sounds have no regretsand before you know it, i'll take your words and be gone, your words and be gone [2x], right to the stars and beyond, your words and be gone, i'll take your words and be gone, whenever you're afraid, or someone's far away, never give in, 'cause happily we'll reign, when consequences change, believe you can win, yeah, they say you grow when you don't succeed, but it's hard to breathe when no one believes in me, so let the sound bring me back, sounds have no regrets, and before you know it, i'll take your words and be gone, your words and be gone [2x], right to the stars and beyond, your words and be gone, i'll take your words and be gone, let the sound bring me back, sounds have no regrets, and before you know it, i'll take your words and be gone, your words and be gone [2x], right to the stars and beyond, your words and be gone, i'll take your words and be gone, your words and be gone [2x], i'll take your words and be gone",""
"lady gaga","https://www.azlyrics.com/l/ladygaga.html","the fame","https://www.azlyrics.com/lyrics/ladygaga/thefame.html","i can't help myself i'm addicted to a life of, material, it's some kind of joke, i'm obsessively, opposed to the typical, all we care about is, runway models, cadillacs, and liquor bottles, give me something i wanna be, retro glamour, hollywood yes we live for the, fame, doin' it for the, fame, cuz we wanna live the life of the rich and, famous, fame, doin' it for the, fame, cuz we gotta taste for champagne and endless, fortune, fame fame baby, the fame fame, we live for the fame fame baby, the fame fame, isn't it a shame shame baby, a shame shame, in it for the fame fame baby, the fame fame, i can see myself in the movies with my, picture in the city lights, photograph my mind and whatever else you'd, like to shoot you decide, all we care about is, pornographic girlson film, and body plastic, give me something, i wanna see television and, hot blondes in odd positions, fame, doin' it for the, fame, cuz we wanna live the life of the rich and, famous, fame, doin' it for the, fame, cuz we gotta taste for champagne and endless, fortune, fame fame baby, the fame fame, we live for the fame fame baby, the fame fame, isn't it a shame shame baby, a shame shame, in it for the fame fame baby, the fame fame, don't ask me how or why, but i'm gonna make it happen this time, my teenage dream tonight, yeah i'm gonna make it happen this time, fame!, fame, doin it for the fame, cuz we wanna live the life of the rich and, famous, fame, doin' it for the, fame, cuz we wanna live the life of the rich and, famous, fame, doin' it for the, fame, cuz we gotta taste for champagne and endless, fortune, fame, doin' it for the, fame, cuz we wanna live the life of the rich and, famous, fame, doin' it for the, fame, cuz we gotta taste for champagne and endless, fortune, fame",""
"lady gaga","https://www.azlyrics.com/l/ladygaga.html","brown eyes","https://www.azlyrics.com/lyrics/ladygaga/browneyes.html","in your brown eyes, walked away, in your brown eyes, couldn't stay, in your brown eyes, you watch her go, and turn the record on, and wonder what went wrong, what went wrong, if everything was everything, but everything is over, everything could be everything, if only we were older, guess it's just a silly song about you, and how i lost you, and your brown eyes, in your brown eyes, i was feeling low, 'cause they're brown eyes and you never know, got some brown eyes, but i saw her face, i knew that it was wrong, so baby, turn the record on, play that song, where everything was everything, but everything is over, everything could be everything, if only we were older, guess it's just a silly song about you, and how i lost you, and your brown eyes, everything was everything, but baby it's the last show, everything could be everything, but it's time to say goodbye so, get your last fix, and your last hit, grab your old girl with her new tricks, honey yeah, it's no surprise, i got lost in your brown eyes, in your brown eyes, brown, brown eyes, your brown eyes, brown, brown eyes, got some brown eyes, brown, brown eyes, your brown eyes",""
