"ARTIST_NAME","ARTIST_URL","SONG_NAME","SONG_URL","LYRICS",""
"lucas lucco","https://www.azlyrics.com/l/lucaslucco.html","caminhao de tinta","https://www.azlyrics.com/lyrics/lucaslucco/caminhodetinta.html","mal respondeu direito o seu nome, nao da moral, imagina o telefone, nao sei se faco o seu tipo, seu gosto, fui dar um beijo na sua boca, escorregou e foi pro rosto, e e cada vontade que eu passo, desse jeito dificil eu me apaixono facil, e pra quem falou que eu sou exagerado, nao ta errado, eu vou comprar um caminhao de tinta, pra ver se pinta um clima, voce nao vai querer saber de outra cor, quando eu pintar a sua vida amor, eu vou comprar um caminhao de tinta, pra ver se pinta um clima, voce nao vai querer saber de outra cor, quando eu pintar a sua vida amor, amarelo, vermelho, azul, voce que escolhe, pintar a sua vida, amor",""
"lucas lucco","https://www.azlyrics.com/l/lucaslucco.html","esquema certo (eu to solteiro)","https://www.azlyrics.com/lyrics/lucaslucco/esquemacertoeutsolteiro.html","eu to solteiro, to namorando, isso depende muito de quem ta me perguntando, eu to solteiro, to namorando, isso depende muito de quem ta me perguntando, e sabe aquele esquema certo, que voce nao pode dispensar?, que e so ligar e parara, e sabe aquele ex-esquema, que so aparece pra assombrar?, sai pra la!, pra fugir, a gente mente, pra pegar, fala a verdade, se eu vou ou nao vou, ninguem sabe, se eu to ou nao to, pros lancamento, eu to ai, se ja peguei, nunca nem vi, pros lancamento, eu to ai, se ja peguei, nunca nem vi, eu to solteiro, to namorando, isso depende muito de quem ta me perguntando, eu to solteiro, to namorando, isso depende muito de quem ta me perguntando, eu to solteiro, to namorando, isso depende muito de quem ta me perguntando, eu to solteiro, to namorando, isso depende muito de quem ta me perguntando, e sabe aquele esquema certo, que voce nao pode dispensar?, que e so ligar e parara, e sabe aquele ex-esquema, que so aparece pra assombrar?, sai pra la!, pra fugir, a gente mente, pra pegar, fala a verdade, se eu to ou nao to, ninguem sabe, se eu to ou nao to, pros lancamento, eu to ai, se ja peguei, nunca nem vi, pros lancamento, eu to ai, se ja peguei, e eu to solteiro, to namorando, isso depende muito de quem ta me perguntando, eu to solteiro, to namorando, isso depende muito de quem ta me perguntando, eu to solteiro, to namorando, isso depende muito de quem ta me perguntando, eu to solteiro, ta? to namorando, isso depende muito de quem ta me perguntando, eu to solteiro, to namorando, isso depende muito de quem ta me perguntando, eu to solteiro ou namorando, isso depende muito de quem ta me perguntando",""
"lucas lucco","https://www.azlyrics.com/l/lucaslucco.html","no meu corpo ce nao kicka mais","https://www.azlyrics.com/lyrics/lucaslucco/nomeucorpocnokickamais.html","ja te perdoei, uma, duas, tres, mas dessa vez sua casa caiu, esse seu choro e forcado, igual quando ce fala que me ama, mas nao me alisa, porque essa briga a gente nao vai resolver na cama, e nesse corpo ce nao quica mais, que eu vou querer, eu vou, vai dar saudade? vai, e nesse corpo ce nao quica mais, ainda te amo, sim, mas ja sofri demais, e nesse corpo ce nao quica mais, que eu vou querer, eu vou, vai dar saudade? vai, e nesse corpo ce nao quica mais, ainda te amo, sim, mas ja sofri demais, ja te perdoei, uma, duas, tres, mas dessa vez a sua casa caiu, esse seu choro e forcado, igual quando ce fala que me ama, mas nao me alisa, porque essa briga a gente nao vai resolver na cama, e nesse corpo ce nao quica mais, que eu vou querer, eu vou, vai dar saudade? vai, e nesse corpo ce nao quica mais, ainda te amo, sim, mas ja sofri demais, e nesse corpo ce nao quica mais, que eu vou querer, eu vou, vai dar saudade? vai, e nesse corpo ce nao quica mais, ainda te amo, sim, mas ja sofri demais, e nesse corpo ce nao quica mais, vai dar saudade? vai, mas nesse corpo ce nao quica mais, ainda te amo, sim, mas ja sofri demais, e nesse corpo ce nao quica mais, que eu vou querer, eu vou, vai dar saudade? vai, e nesse corpo ce nao quica mais, ainda te amo, sim, mas ja sofri demais, que eu vou querer, eu vou",""
"lucas lucco","https://www.azlyrics.com/l/lucaslucco.html","posto 24h","https://www.azlyrics.com/lyrics/lucaslucco/posto24h.html","o tira gosto esfriou, a cerveja esquentou, o cigarro queimou a ponta do meu dedo, essa festa acabou, meus amigos vazou, e a dona do bar ta fechando mais cedo, e aonde e que meu coracao fica nessa hora, qualquer homem durao nesse momento chora, sem ela na minha casa eu nao me sinto bem, eu sem amor e sem bebida sou um ze ninguem, e o posto 24h e o point dos largados, olha eu virado bebendo por ela, e o povo abastecendo indo pro trabalho, e o posto 24h e o point dos largados, olha eu virado bebendo por ela, e o povo abastecendo indo pro trabalho, e aonde e que meu coracao fica nessa hora, qualquer homem durao nesse momento chora, sem ela na minha casa eu nao me sinto bem, eu sem amor e sem bebida sou um ze ninguem, e o posto 24h e o point dos largados, olha eu virado bebendo por ela, e o povo abastecendo indo pro trabalho, e o posto 24h e o point dos largados, olha eu virado bebendo por ela, e o povo abastecendo indo pro trabalho, e o posto 24h e o point dos largados, olha eu virado bebendo por ela, e o povo abastecendo indo pro trabalho",""
"lucas lucco","https://www.azlyrics.com/l/lucaslucco.html","ta play","https://www.azlyrics.com/lyrics/lucaslucco/tplay.html","ela jurou que ia parar de beber, mas nao vai, mas nao vai, mas nao vai, nao, ela jurou que ia parar com os role, mas nao vai, mas nao vai, mas nao vai, nao, a ressaca so pega em quem para de beber, melhor nem deixar isso acontecer, que nao cabe romance no coracao dessa mina, cineminha em casa e cerveja nao, e que essa vida de quem presta nao presta pra ela, eu sei, pra sexta em casa ta off, pra sexta na farra ta play, tentou parar, nao deu, voltou pra pilantragem que e de lei, pra sexta em casa ta off, pra sexta na farra ta play, e que essa vida de quem presta nao presta pra ela, eu sei, pra sexta em casa ta off, pra sexta na farra ta play, tentou parar, nao deu, voltou pra pilantragem que e de lei, pra sexta em casa ta off, pra sexta na farra ta play, ela jurou que ia parar de beber, mas nao vai, mas nao vai, mas nao vai, nao, ela jurou que ia parar com os role, mas nao vai, mas nao vai, mas nao vai, nao, a ressaca so pega em quem para de beber, melhor nem deixar isso acontecer, que nao cabe romance no coracao dessa mina, cineminha em casa e cerveja nao, e que essa vida de quem presta nao presta pra ela, eu sei, pra sexta em casa ta off, pra sexta na farra ta play, tentou parar, nao deu, voltou pra pilantragem que e de lei, pra sexta em casa ta off, pra sexta na farra ta play, e que essa vida de quem presta nao presta pra ela, eu sei, pra sexta em casa ta off, pra sexta na farra ta play, tentou parar, nao deu, voltou pra pilantragem que e de lei, pra sexta em casa ta off, pra sexta na farra ta play",""
"lucas lucco","https://www.azlyrics.com/l/lucaslucco.html","cao arrependido","https://www.azlyrics.com/lyrics/lucaslucco/coarrependido.html","eu deixei de ser eu por ela, e ela deixou de ser ela quando me esqueceu, doi saber que no time de trouxas dela eu fui mais um, eu to aqui sofrendo e ela la nem tchum, por que fui fazer isso?, sai do grupo dos parceiros, gastei meu dinheiro, achei que amor se comprava com flor, eu perdi o juizo, briguei com a familia, se falasse dela, eu partia pra briga, e quando sobrou eu e ela, ela me deixou, e volta o cao arrependido, com o rabo entre as pernas, murchim, pedindo desculpa pra galera, e volta o cao arrependido, com o rabo entre as pernas, ela era tudo que ces falava que era, e volta o cao arrependido, com o rabo entre as pernas, murchim, pedindo desculpa pra galera, e volta o cao arrependido, com o rabo entre as pernas, ela era tudo que ces falava que era",""
"lucas lucco","https://www.azlyrics.com/l/lucaslucco.html","briguinha boba (pa pa ra pa pa)","https://www.azlyrics.com/lyrics/lucaslucco/briguinhabobapprpp.html","eu nao sei por que que a gente terminou, se bem la no fundo ainda existe amor, separado, a gente ta perdendo tempo, vivendo por fora e morrendo por dentro, brigar, todo mundo briga, chorar, todo mundo chora, mas isso nao significa que tem que acabar, uma briguinha boba nao apaga a nossa historia, o que o amor uniu, ninguem vai separar, se o nosso pamparampampam e foda, entao me diz por que voce nao volta, se o nosso pamparampampam e coisa de louco, o que ce ta fazendo nos bracos de outro?, se o nosso pamparampampam e foda, entao me diz por que voce nao volta, se o nosso pamparampampam e coisa de louco, o que ce ta fazendo nos bracos de outro?, se o nosso pamparampampam e foda, entao me diz por que voce nao volta, se o nosso pamparampampam e coisa de louco, o que ce ta fazendo nos bracos de outro?",""
"lucas lucco","https://www.azlyrics.com/l/lucaslucco.html","maliciosamente","https://www.azlyrics.com/lyrics/lucaslucco/maliciosamente.html","pensa num bonde sem limites, quando ela junta com as migs, pra combinar o role, tudo pode acontecer, o corpo lindo dela ta na moda, em qualquer roupa ela fica gostosa, maravilhosa, trava tudo quando ela chega, com a sua equipe na mesa, formacao de quadrilha da beleza, maliciosamente poderosa, domina o mundo quando ela rebola, copo na mao, bumbum no chao, bumbum no chao, o copo na mao, bumbum no chao, bumbum no chao, vem!, maliciosamente poderosa, domina o mundo quando ela rebola, copo na mao, bumbum no chao, bumbum no chao, vem!, o copo na mao, bumbum no chao, bumbum no chao, pensa num bonde sem limites, quando ela junta com as migs, pra combinar o role, tudo pode acontecer, o corpo lindo dela ta na moda, em qualquer roupa ela fica gostosa, maravilhosa, trava tudo quando ela chega, com a sua equipe na mesa, formacao de quadrilha da beleza, maliciosamente poderosa, domina o mundo quando ela rebola, copo na mao, bumbum no chao, bumbum no chao, o copo na mao, bumbum no chao, bumbum no chao, vem!, maliciosamente poderosa, domina o mundo quando ela rebola, copo na mao, bumbum no chao, o copo na mao, bumbum no chao, bumbum no chao",""
"lucas lucco","https://www.azlyrics.com/l/lucaslucco.html","tamanho p (ao vivo)","https://www.azlyrics.com/lyrics/lucaslucco/tamanhopaovivo.html","me diz quanto o seu chefe paga no seu dia de trabalho, fala ai que eu pago, e pra justificar a sua falta, eu ate compro um atestado, pra ficar do seu lado eu faco qualquer coisa, levo voce no shopping, ate seguro a sua bolsa, e se nada la te agradar, vou te dar um abraco tamanho p, que e pra ficar bem apertado em voce, porque o meu amor e do tamanho g, e vai caber certinho so eu e voce, vou te dar um abraco tamanho p, que e pra ficar bem apertado em voce, porque o meu amor e do tamanho g, e vai caber certinho so eu e voce, pra ficar do seu lado eu faco qualquer coisa, vou com voce no shopping, ate carrego a sua bolsa, e se nada la te agradar, vou te dar um abraco tamanho p, que e pra ficar bem apertado em voce, porque o meu amor e do tamanho g, e vai caber certinho so eu e voce, vou te dar um abraco tamanho p, que e pra ficar bem apertado em voce, porque o meu amor e do tamanho g, e vai caber certinho so eu e voce, vou te dar um abraco tamanho p, que e pra ficar bem apertado em voce, porque o meu amor e do tamanho g, e vai caber certinho so eu e voce",""
"lucas lucco","https://www.azlyrics.com/l/lucaslucco.html","tic tac","https://www.azlyrics.com/lyrics/lucaslucco/tictac.html","e o lan e o lucas lucco, mudando o time do seu dia, acorda bundao, e ae bumbum, o bumbum, o bumbum, ta na hora, bumbum, ta chegando a hora, ta chegando a hora, ta chegando a hora, ta chegando a hora, acorda bundao!, ta chegando a hora, ta chegando a hora, com lan e o lucas lucco, ce nunca perde a hora, ta chegando a hora, ta chegando a hora, com lan e o lucas lucco, ce nunca perde a hora, bumbum marcando meio-dia, bumbum marcando tres horas, bumbum marcando as seis, bumbum ja e nove horas, bumbum marcando meio-dia, bumbum marcando tres horas, bumbum marcando as seis, bumbum ja e nove horas, vai com o bumbum, tic-tac, tic-tac, tic, tic-tac, tic-tac, tic, tic-tac, tic-tac, tic, tic-tac, tic-tac, tic, faz com o bumbum, e o lan e o lucas lucco mudando o time do seu dia, boa noite, bom dia, boa noite, bom dia, e o lucas lucco e lan mudando o time do seu dia, boa noite, bom dia, boa noite, bumbum marcando meio-dia, bumbum marcando tres horas, bumbum marcando as seis, bumbum ja e nove horas, bumbum marcando meio-dia, bumbum marcando tres horas, bumbum marcando as seis, bumbum ja e nove horas, vai com o bumbum, tic-tac, tic-tac, tic, tic-tac, tic-tac, tic, tic-tac, tic-tac, tic, tic-tac, tic-tac, tic, faz com o bumbum, lucas lucco vai te pegar, e um, pa pa pa, mc lan vai te papar, e dois, pa pa pa, o willi baldo vai brotar, e tres, pa pa pa, yuri martins que vai chegar, e quatro, pa pa pa",""
